category,sentence
0,110386907537783 2239073892818276803961 
0,448343926130 1701208435 431349919603 1868654956 
0,521510086006 1685024615 
0,431348870007 34169997223096170 7308324500346660212 27511 1685024615 1701279080 6778732 29113321654477165 
0,32495402392773996 2037411683 7565155 28542640894207341 461195538547 
0,2019912801 7959911 495740282227 1935960429 448630452083 418498044276 1953394532 7628147 
0,1953394532 28542640894207341 491327481455 
1,111516298932077 126892467106097 111550524584053 1701147238 32481117229642351 128038972186988 125848706117475 107143955833187 32481138620657517 1851984991384725384821 28268879543625079 495740281187 1819042147 111516298932077 946106485 7308901730847388262 60673927924300898194438192 33905023460340530 
0,7955816 1700946274 1852403556 7630711 435744763442 1702260588 435560541793 
0,110425377957234 
0,7163384699739271026 
0,478560413032 1852662116 2128395963909778073699 444234033268 28258979610322276 1885693291 3371117 128017731252068 1802661751 
1,28542640894207341 1819042147 63105872803943811468703792 
0,121399070056804 121399187564909 1701867368 1685024615 1701669236 1701669236 1819042147 1936942442 30840 
1,1851980497629398331238 497770414413274886451506 33899465721602413 1907970643477056939373 7564659 500135455841 8315165955255919981 12594 32481121341301101 1819042147 69159964649657175009933616 7311142548648781170 8315165955255919981 32481121341301101 
0,2002874980 6906230 1953394532 
0,1953394532 1801677168 1819042147 115897333805672 
1,8319381555649605475 1918985593 30506402751803507 107122481064291 1936941424 1819042147 64329039581190985985571120 31069370137474419 14487618099372397 949102766386541851763 1701147238 122664450848610684117481570 470033642801 1953394532 
0,121399003082606 1684957549 2479203267 7959906 125779852550504 7499628 29301 123623997202796 521677137256 
0,1952937068 495857268071 2037604709 
0,2036490594 28537 7301236 
0,110425310589542 431349919602 1952937068 6845289 
0,530849480678967343673958 1835364208 1918985572 1918985572 1918985576 1953394532 1918985574 1702259052 491327416419 1918985588 1918985572 6583655 3697006 
0,1634038369 549830675664817345488242 7105641 
0,499967813985 119213064808564 1802661751 
1,7235959 1918985593 133506649847155 7562339 435711603827 29301 111477645076579 448630255479 206967251651 491328400997 206966989507 133506565236087 2002874980 7633012 426970936685 232837363512 1935897460 5420467873849120693859155092623028238993727581576125059783636514679 
1,2036494189 6452592 31078209313928561 206966989507 1751607656 127978842518643 435845427824 32496501701965156 7812726619162963811 7633012 464958502092291058053688 207050875587 16770465422027581335715459120 28787 512970879585 
0,7453010364803148915 1936154978 32762609386220642 491328135536 435644491888 32488822184109412 
1,7237495 418380476270 451780358711 7235959 1701147238 31084746153096545 1684956531 418380476270 211295417912 153382687984792038147122570797608298344 7811610314364383090 13873 
1,599354030750567440946338419190951779 1685024615 110425310589542 7237495 52983525188291 1935764856 435845427824 469919427683 2037604709 1819042147 59498150687331402858838064 7352369 111550860781933 2057743995195782354539002366686306 
1,157051111138232343184215734358670630371738217899124 495622906215 36946522176445620761796110452 1918985572 474148005224 126917986119524 1701147238 495622906215 499850244711 493273536200769303835248 
0,1937339751 
0,1952540771 28549298092603233 1953394532 32195265799087474 121424957302128 
0,1953394532 521611145079 
0,1702259052 1751607656 
0,1953587575 25971 435610477936 108187633279342 25971 418295937402 1769171307 28523 1751348587 1768448366 127425467437703783466690925 28535 1768448366 28522 7173480 111550641958771 6906216 115892787505530 28535 6906216 28522 7168360 133476651459946 6906216 
0,111477644486255 24932 
0,435459026032 24932 
0,1852399984 435728576375 1701669236 
0,7453010343445492851 
0,1701082468 1953394532 128021825744742 7233892 7234298801818527090 1701867368 1937339751 7239014 
0,7499628 
0,1936748641 495857003619 107173953823094 418648255589 
0,1935764856 521610949747 435459024240 1935764856 6779757 1702260588 1935764856 28548146740226413 495891735914 7758184 28259044202736738 448629993325 431130765409 7368033 521611142509 1935764856 
1,128017496502901 111516298932077 125779768604014 7237495 52983525188291 495891410786 125779936305507 435845427824 56282160574513 6581810 32774712454313057 448343926130 1819042147 61906520845343455928400176 1885434721 7892834 123631563585337 120329685972273 
0,7954788 431198270305 431348608609 125779768604014 
0,29113321570596211 111524889521775 435711603827 126935164675695 7959906 444234033268 
0,1735290732 448343926114 7499628 7234316346693023845 125779969993060 
0,1701734758 
0,121381957165416 448630452852 
0,31069352855958633 1685024614 
0,431416239479 500068609904 
0,7829345 7812731017040586084 8021354 7453010352085889897 1868853108 28268862364610423 1870858745088488073335 32199706527559526 
0,32480047632314982 1851878512 544943222699688087806326 7954788 32764812772865132 
0,32765890658462817 7629154 
0,126935164610659 28542640894207341 2129835987674610495354 435782075241 29113321770808435 435644491888 6645601 7453010313330517348 1954047348 
0,1701994851 1999267610780597381478 7596839662626239088 
0,1918985572 121381957165416 29113321654083956 474080701537 
1,111516182736740 1936615789 1937012852 111494907916911 12849 435459551856 511813304079769349810540 7020108456450617197 34178087047009662346380341107 114849295070306 1796930462866255213158 1701147238 1819042147 266305300942691909136237 60673927924300898194438192 7940600043507363595758836281967 
0,435744764535 6779757 573516293922997791844708 1701080941 125780104274739 121381772747635 1684955496 126939460431924 1952937068 34177719506134837 111559349986674 29301 1684955496 125040765032712278195334761 
0,1701407599 
0,435761604985 1952802157 12593 7499124 
0,28548142579543920 7630436 1702259052 1952937068 34184320972121443 28003 1685549670 1802397812 
0,1953392996 500101901427 2037171606206283015777 
0,9620159522645181979008080703093 31398681493749911170121623137 
0,7496057 7105641 7039092 495874895731 521543775590 126888071227508 
0,435459026032 7233901 
1,7233184988034199396 2128684470267609508210 35724284097586681254084044146 494729703473 111546465216611 1684956531 29305 126965212542306 7633012 7498099 215691046968 3384003 
0,1819242339 7954788 
1,1819042147 60674019652769294107228208 128017496502901 28542640894207341 29113321804882295 
0,444234035047 1952937068 7566690 
0,478560413032 1702260588 7954788 32765890658462817 499917354867 1684956531 1953263466 500135191912 110425377957234 1702260588 1918985576 7234308641521820531 6382963 1918985576 431131289697 27745 124663244808552 431198990188 431198467951 479143329114407763668848 479105857753752290943344 1936943467 
0,1701343086 110386806878058 521325014900 
0,1819043191 8749578199461315531295686749283 
0,7105641 1802264948 521510478181 8606223248749588340 
1,461431074931 6451053 2036448225398973292904 521515500515601276497763 1869049708 6515056 28542640894207341 1701147238 435560801637 1701736308 7633012 1685217635 461431074931 925904952 6579578 582515018134933288190690823499102256 27981954320658284 
0,521392779117 435762197353 448411559287 28543821707309666 125779886432613 7105641 1701999987 1953394532 127979059897714 
0,110386891417965 1819042147 7564400 1819042147 
0,1701867368 435779104633 28259014155724147 119225866281843 1918985593 121399003015543 3699303 7954788 
1,34185334584402278 7812726529069117286 30324 7957363 8241996832036446567 7957363 111559249781601 2036427888 117854795113155 469785473636 1835099508 29113321771721587 126943972390003 8746382394089824627 8243122732010005874 133502405668718 7630959 241460852792 
0,444234035047 482737482867 1685024615 499967813998 
0,1801807223 111546515943267 479069974745347934220131 
1,1701736308 1651862627 1935832435 28259039740721253 422877291890 521510348146 427071270765 495790747501 427238911856 495958388592 133506565236087 1882207537 1801807223 7633012 6779757 1701147238 120265081255027 4293543820902095328750247295024 
0,1701013870 1852485172388224657523 7171956 7498081 8317708060414537839 544942864939465066176867 28554821420279149 2240444378004285060197 126948284982627 2037609826 32010435515616016692905341556 
0,7235949 
0,7958370 431198990188 7102823 110446970368624 29794 500068280676 1684957549 30311 30316 495841473644 29794 495606198886 512803104884 7170164 7958370 28258979610322276 29382667710656609 7102823 29796 1701669236 461230142068 7453010313263542387 7102823 28279 7629160 431316167015 7958370 1819043176 431198986611 431198270305 30568 28259 1953718630 7958370 28259001136342386 500152889186 127979059635571 133485207842405 2239871025537095003753 1819437415 28259048531912819 133485207842405 7956596 431198988652 34177672295768424 491378730802 7453010343479571044 500152889186 133472441235045 465491357549 521610949747 30312 1701147238 431432889197 6583655 3697006 
0,7954788 3166872515 3166872515 7632227 29301 1919508840 31084737245372784 110386773516643 1919508840 435728311667 3166872515 6647662 1919508840 7632227 
0,7171432 1935894896 7630696 495622775139 418296785259 7239014 7301236 
0,7453010330410836343 30324 7499628 521543775590 439805635682 7627127 499985840745 7039092 478958354455822697786729 
1,1935764856 435845427824 495924114020 32760367514808163 126965162209140 2002874980 7237495 52983525188291 435845427824 474107080027869125113191 1819042147 64329057670178195320617264 1684955500 431265440118 495840670257 
0,478594102628 6907244 1635149166 
0,2036425778 7310575217593511783 29301 1702127986 2037539187 3561328562419364705 28259039672887395 1702260588 568906268053947266724454 
0,111494907914339 1953784162 448345170295 1886349427 7629154 7499628 
1,435459026032 1853321076 1952802157 7453010382049998949 500035839073 32481138587887987 27509 7633012 1952540771 241461245496 29118836472034609 
0,111516298932077 1952937068 32760367514808163 1953720684 568219584357484612205271093452699511 499850244711 435459026032 1684956531 1701147238 7564659 111516417222000 499985377654 33868526480047977698163455334 
0,1685024615 29113321703962213 7498099 1701867368 1701013870 7954788 110386907865463 444234035810 111477645406062 1702125932 113723913625968 1953391986 126892467187565 7954800 1952937068 111494975023203 1953260902 8038062481104612383728678956649 6775150 499850244711 1953722211 500068280676 461195538547 2037169922858274743666 7954800 111494975023203 448629993325 474215052129 1819043191 431130765409 126892467187565 
0,435728772968 7168312 
0,1953719650 1702260588 1953063287 1819044212 7954788 127978876071782 7954788 28563565856253298 127978876071782 28263 
0,448343926130 7234932 29113321704812397 
0,521627989360 32760384460055920 
0,7105641 1819042147 
1,1851984984736300691299 113723913298276 28538277257700723 28259039673871973 435644491888 146758910036760459129087330 521359221094 1684957542 1819042147 7308895159531233644 60673854066947097529170224 54393334558576 444297654647 1882207537 
0,2055543470166826509677 36018020272361214661992080754 28268879628231016 
0,435459287408 
0,133476501383543 133472255570530 7173490 7235943 1919247714 418413571958 114776364508019 7955997352226023539 1701734775 554645275846168199591275 418464229476 33542154140683309283276841334 
0,7303010 1937207144 126888071227508 431198728034 
0,110386806874471 1952937068 110425477965171 431366302818 491260441971 495874958708 431366302818 7310034283893453424 119165703843694 126943822178668 32481125887799159 
0,1801677168 29301 1701736294 1651340644 
0,24932 30787869322864756 1818584422 521577455976 1918985572 24932 
0,2036689775 1701539684 28259044202738276 7565155 113723913625964 7105641 461195538547 1953853282 495622908276 439805637747 
0,1953394532 7172710 1802264951 133506767219827 7368033 495740283243 1953394532 1701994851 
0,1700946274 
0,1819043191 1684828020 521611141485 
0,131043094882224577229055342 
0,28537 28537 28537 114776363596130 31654336109045879 
0,7954795 7627123 
0,491327549298 27747 
1,1700946274 1953394532 2036490594 521644761454 444234033268 545312661426842630908262 521359221094 1701082482 1701669236 2037933427 448345172322 7302259 1685217640 7633012 7895160 8315742149831257203 
0,110386908193143 7234916 8025453 113724013242467 7627123 7239027 1868654956 
0,495891735914 128039039166563 448345172322 495656989284 125780121316961 29113321653499238 435644491888 
0,1801677168 34165556242642292 29113321703962213 
0,29113321804621165 121381990850916 
0,1953719650 7310863298363222372 1702131043 2073630783945266980210 7234935 6646116 1953394532 2036625250 2054120290 495606194536 1701865847 29301 495840224628 28276584614816116 3697006 
0,435778514803 1702060387 7233901 7234314156243055981 140723798091775788118733932 1952937068 2037171606206283015777 1936287793 1701210487 110386773516643 111477644881776 28538277089734706 474107727133424646190449 435509884723 1769105779 7453010364803148915 125779802486125 435459026032 461431071540 29113321654284131 2110237715130247898933 29113321653496176 544943076593310223525238 474180576793644730640438 1953722224 111477644486255 2036451863670014108471 2036427888 540516074196042858720824 7306916025951478125 111477644881776 7234316415412630113 8243120472774047085 521510348146 121424956188018 2147776066881617228386 
0,1918985572 448343926130 
0,7829345 1701669236 110386891417965 110386891417965 1702260588 
0,25703 1702127982 3166872515 
0,431131289697 
1,1953394532 1953394532 1684956531 1952540771 241461245496 1684957542 29118836472034609 1685480306 680482271905816828168882310937891638626401649931574872074088 7234668 14385 495840224633 
0,7106412 1684956531 6515056 418464555383 1702063984 1651339107 1919508840 491328729700 
0,7565414 
0,6845800 8586795105461350379277276508003 28538298446734195 7627108 1752397168 
0,1684104562 1702260588 7234314156561886817 
0,27500 29812 7234916 29812 1935961701 1701734755 7499628 7239012 7233911 7020656017300483961 7304047 
0,140714464469378193986707821 154732543825340540578766543758516513124 28559167692432754 1870285927043859637618 461229090915 6712420 630466377106955331010453983386235504 611536354182029430068409551276951565473571337356326180646505 
1,7564659 8315161591619413363 1871653629361861652073 1954047348 32497618326483555 7564400 478695157607 140714390975130385994184567 474214788972 246599414067 122566244847085121111813749 418532063333 111494975023203 64310186361361809653839920 60962858627921247078281059 6644025 
0,6515055 125780071048546 435544154466 111516484658547 
0,7500389 6583651 444234035047 7172152 128017497481576 32760367514808163 
0,1869573218 1869573218 1869573218 7105641 1819766626 
0,1868655980 7239014 
0,1953849963 6777186 37565516194506630949265238376 1685024615 
0,7955816 128021825744742 521577455976 2036425826 1700946274 1702260588 24953 
1,544943222699688087806326 7954788 30506402751803507 7235959 52983525122755 2053731697 32199672419475824 1885958772 7308613718930516332 1684956531 206967288632 29118836472034609 1685480306 1096934982634749697836987979353230352458151267 
0,1702260589 1952937068 1801807223 
0,1684957542 28550371717047919 28542640894207341 32476740675333729 
1,495857268071 495689692265 1701669236 28259048195715683 6448503 8670342779039853704577052800887 1684104562 435745157751 29113321804882295 8317708060414537839 110425310589542 12593 
0,113723913304180 29113321838441060 
0,1685024615 6582119 7310579611546251107 1735750244 1937010540 491328397687 2000707924859600069986 7954788 
0,7239012 439805635682 6841708 482737482867 521510478181 1702127982 
0,32490986980798057 1919905648 418380017257 1919905648 34184316576952163 495857530739 1802396002 2129621505889589684580 1952937068 6513004 435711603299 121364659072617 521392779117 1851984991410596111716 495857530739 495723635042 32496501770445172 127978875155810 1952937068 7565945 1952937068 435711603299 1935830890 32490986980798057 28542640776309110 452723500388 1701732716 495605346162 32199706527559526 1701147238 491328597872 521510352243 1952937068 119165635751795 8319383698888684144 31073823867824483 34177668067782509 1952937068 1952937068 7565945 1802396002 7368033 6712681 1851879276 521392779117 28259009575218274 1751345522 139547726497002511273848688 1819047270 126943805008242 32774747032022883 139547726497002511273848688 1634628713 28273260612448102 1869767019 26987 1634891120 418380017257 30794457702228336 
0,435610152565 1702457186 126879398260589 435476329831 8319395793651003252 465490634092 120282512849267 29113321855609971 3699303 7954788 28259048480666739 7565155 1953394532 1952802157 111524889521775 521392779112 1852796781 
0,24953 24953 8243102914964186482 24932 
0,7828578 6845492 7959911 127996156276579 120325193752946 1701082468 
1,29301 111477728045155 7235959 207050941123 1752392035 27511 7633012 2036427888 207084532536 1935897460 39607579718806912423030406897468356130679 7310012224959116643 60683298581214463545260080 7743781436640032817 
0,2037609826 8025450 7239012 7233911 521510478181 6645096 
0,31359671103613298 942944561 1819043191 127991760384610 521510478181 29113321704812397 
0,499850244711 114776331348067 418430873448 
0,1836413538 29113321805608304 29113321737512299 521577455976 
0,478594101092 7308324465986724723 
0,1952937068 499850244711 122580392423691054598352748 1935764856 1701147252 29113321704813922 111550524584053 34177684929277812 495840228467 
0,1953394532 1701994851 6578530 8319104414412010096 
0,7959911 120282260201835 500069261672 29113321670862195 461195539042 7959911 7235436796219384176 1801680230 128017731252068 29113321670862195 1953390947 1702125932 32765890658201460 
0,7105641 1819042147 
0,7499124 3166872515 1852404322 7496044 1635346785 7496044 1652121965 3166872515 1635149166 7628147 8749493956077646448 3166872515 24932 499917351027 6711671 3166872515 
0,7827051 7563620 1952937068 
0,7239012 7627127 
0,435778316139 
0,7955997335097274211 7173486 2111320267882205310575 8749496146326612324 1819177826 1667655279 521510350945 
0,6649449 1801677168 133459203420774 
0,431199183216 27436587728467315 
0,1952867692 32776877352641892 7233911 109287396242803 
0,1734697569 127996038967920 500135195763 8318834003271446643 500068349541 
0,1836412527 6384741 24944 119165703843694 
0,512970222443 125780070984051 1935960427 
0,1819242339 7105641 1954047348 
0,1701867374 1802264948 499917353575 
0,1953390947 1802264948 1769434990 1819042147 32772522003816803 1885693291 29113321670861155 
0,7496044 
0,1702063986 491328397687 121424956188019 111494907914339 1952804720 9620475038264642902169284078953 435644491888 29301 7564659 29301 133506465689452 8100120249618035302 32199706527559526 
0,1685024615 2037171606206283015777 1700946274 7954788 6451050 2129762226941339857520 1702260588 495672846707 
0,1801677168 1886351972 478678245731 30792288643805808 
0,26995 435745415543 29298 
0,32498734968168806 
0,113723912843107 133459203420774 435777791340 8026659601483984752 1937204590 1802661751 435459026032 
0,7106412 1819043191 1953394532 6777186 1701601651 
0,7627109 32776920251918689 1684107122 3158838 452655936111 7630700 1701605488 
0,7959155 1953390947 1802264948 435644491888 32497639818944880 
1,465491093862 111477728045155 469919427683 29301 207050875587 448630255479 8389772277108140388 8318822960726372214 521325014900 1954047348 219885352248 27707063294910835 125779768599917 126935164675695 111516298932077 29539 27707063294910835 14698788704907120 134643788952173 206967120579 1935832435 13873 
0,7499628 7627127 1701669236 3166872515 114844899371366 
0,8319104414412010096 1702260588 1952937068 495622908276 499967813998 1701867368 30792288643805808 
0,28013 34165637729837426 
0,7630436 7630455 7040116 6580599 
0,1701867368 435459027059 8243102914964186482 1871368777733437027686 1702260589 1801678700 495722917740 435777791340 7955819 435644425578 
0,1885693291 448345239412 32777976696496485 1797291873399129399650 30066 435728772968 
1,461431140467 29301 6451053 2036448225398973292904 521515500515601276497763 418380476270 27981954320658284 28542640894207341 1701147238 435560801637 1701736308 7633012 1685217635 461431074931 925904952 
1,128017496502901 1819042147 59493372692103352938412336 7308895159531233644 9622006770981083275956994273123 7306643385504130420 34165556075327336 13563782407234243 1752392035 499984201569 521515500515601276497763 6644083 7562100 28528 7892834 875651447 7893042 120329685972273 14385 125779802219891 7106408 491327481455 
0,7300203 29113321703962213 8389754650814144868 
0,521627656560 435779104633 113723913431404 111516266165610 495840224633 29113321838441060 28259001237139319 
0,28013 452757184875 1953394532 7627109 521677137256 
0,28555869292556912 465676103545 1954047348 29113321704812397 
0,7106412 1953394532 1684957542 1818322290 1701210476 478694828144 
0,1953394532 1802397812 444234429047 29113321670861155 
0,7105641 27426679457149540 7565939 465557548909 7564400 1684956531 1818845549 24944 
0,448311945569 1852399986 6777186 6841708 1907970649082106049124 
0,1935896420 35731532855851297239806799969 1801807223 431198726516 29113321838831731 439805637747 6842229 119165703843694 2036625250 
0,7239012 6578547 7239012 7039092 7627361 122651099874603774677774179 29301 126935165329776 
0,2128828578858581455463 8243105097042521955 28259044236163173 
0,418446930532 1769172080 133506532204902 488440486144047024600179 7630696 7239027 28542696426730611 31365104152964208 121424956188018 7300965 444234035047 28259048331046505 2240444395639269451118 127995955605351 32498743692649843 2341226682615014384556775180363122 
0,7234315238591194482 31069352855958633 521325014900 121390429859683 121424789663855 
0,30061 111542270388582 521392779117 7561575 30521791820819553 7954794 111542270388582 1684366711 127978875155810 
1,125779969993079 110386924511606 30243645579093358 8243115018434082147 1700886120 7234316346692756851 28559167692432754 206967513795 110442424264050 32760384560328547 1819042147 63110668452155362775152944 431265440118 13362 495841537896 8670590314786932177528421114721 
0,7103336 29661999481055331 8315178084276987250 8318822960993759846 435459551094 154763657279047544958929003772254319216 29400294205386341 37585963800638085988471891310 1869901941 1952937068 1819042147 31069370188002157 1952937068 469459147625732913259892 2202470046875522461289 8670342778854236165804302560873 
0,6906212 24932 1684956531 111520796337522 
0,1952937068 7105641 
0,7370105 6649449 7234303221339941222 3166872515 
0,8243102914964186482 2019912801 418666670448 
0,34165556176511332 128021825744742 
0,6384751 521325014900 25974 1684828020 127970252581220 1802398060 1936875875 1935960418 111524889521775 28542696426730081 7453010364987959411 7632227 135897467057746432889086320 128038972321385 521392779117 7453010364987959411 495622775156 1701994851 7238823322416538994 32772461958030706 7630436 521611145079 
0,2003400550 121424956188018 1701669236 435594161523 7561575 110442658031201 495740282228 499967813996 
0,478560413032 133519602446178 8389750308618530659 32765890859591796 1702260588 1701867368 1701013870 499985377654 1953390947 1953063287 1819044212 1936943467 
0,8319381555649605475 32203009524916587 499850244724 1634165101 
0,29113321654083956 
0,7370105 
0,1701536119 7627127 29113321653496176 1702127986 228475826547 7453010330409592178 6582881 1752460659 7627108 461229090915 30506458687894113 1701669236 24953 
0,521543775609 29113321654083959 7741240724111518051 3166872515 125780070981990 133532268524904 
0,29285 7366009 1701999987 495807591024 
0,1635346792 113723913625968 521392779117 32772547957449569 8389750304020982896 7310302560386184563 28259009574561891 28538298379821410 1953394532 545219922727158839080051 6513505 
1,7237495 418380476270 808661558 1701147238 30506450097236324 107143955833187 7235959 1701147238 31084746153096545 1684956531 418380476270 219986211640 256845215601065566809798885549174640 13873 
0,7105641 1684956531 140723798091775788118733932 
0,125822919208802 7235424701658198131 1701669236 1918985593 
0,469920605561 111477644486255 24932 
0,7105641 1819042147 
0,1937338218 125779869720934 1852338026 1852338026 1937338218 125779869720934 121364575838573 
0,7627361 435561066349 7233911 7763051 7304047 
0,1851980197509851212141 125779768604014 29113321536775539 495875286388 125779768604014 1907970655588612730743 6649449 431415715176 1918985593 1953719650 1952539501 125779768604014 27431090170655841 32480047632314982 
0,7105641 1819042147 
0,478594102628 6907244 474215637349 6711671 495773381222 3166872515 7233911 7627109 1953063287 3166872515 7496044 
0,7105641 1819042147 
1,1701147238 521611275877 207050941123 133506565236087 1886220131 1684956531 1685221239 7235959 232870916152 14385 25460 557957630885388749179027012367906679 
0,133506767219827 1768189799 1702260588 7368033 7953749933112520569 500135191912 1852629298562978507874 7234932 30506402751803507 111516417222000 7368033 28548146740226413 8606223248749588340 8317146252889322601 
0,6647662 1684956531 495622842726 2129618691217316212579 
0,469987323245 431198990188 113723912708471 29113321704812397 1702260588 1701867368 7954788 1819043191 521577455976 1953063287 
0,7954794 1819043176 1952937068 
0,7239027 1769238113 482737482867 7308895120959759725 
0,1907970651190767673704 6451050 474416112994 34178039841649998069236196722 2147777198231854933360 2239220808457989088626 
0,7370105 
0,1684106343 1819043191 12593 1819043191 133540975307888 1701669236 111542068669539 1802661751 
0,521560288869 
0,7564400 7564400 1684956531 1818845549 2128686715470252631410 113723912843107 32199706594272612 495874961251 495723964786 8319390300169463138 
0,6709608 28550371549736803 7499628 
0,34177668067782509 128017765461345 7308324500346660212 7954800 1819044212 32484471600016694 1907970644653709879654 119225866281843 
0,33618016531737960 32495402475416688 7234316346692756851 
0,418464558951 2003791475 500135195763 28016 111550659456884 488440488391457095643760 1751346793 34178039841648310293318820705 
0,1953394532 1684956531 1937207144 1701080941 
0,1870227809 3166872515 1701669236 6841709 
0,28542640758940016 8317411230812697200 1819043191 
0,125780070984051 32483346335163746 133506532204902 1701867368 8606223248749588340 2036429424 122494471267688 431198855526 8247619657409718387 474214396532 8389754637777071721 1684828008 495606194536 7368033 28259014020527462 1702260588 7368033 31088027223617379 491495453296 439788073575 7368033 1852399984 7564400 1852403562 7563620 474214393955 7368033 1936941424 7305804402415069558 474148073335 
0,1937339751 8318822995303427187 1918985593 
0,34179836959092579 604545536558229833246296156486463335 7163369285387183476 1685024614 1701013870 
1,1036634676796520424820 2128684470267609508210 495790288748 495622906215 2219607679789977909381700334876535 2129333263492058543473 142837153489880511366537314706223689321 
0,8749496215045828456 6649449 133506465689452 7370083 6382964 28259031268160100 1937335659 500069201250 32495402174277990 
0,7370105 7453010403442127987 29113321570596211 7499628 2038063468 1701080941 521325014900 
0,7234931 1684957547 111477645534305 
0,3166872515 
0,1701734758 7105641 32765890658201460 
0,2479203267 1701669236 1802264951 
0,7105641 448343926130 6582881 12338 1936615789 
1,29118836290974310 28258979761190753 1701147238 1768843629 30506450097236324 107143955833187 521510348146 1885433459 32760384560328547 435845427824 7094695962503378289 7630959 129919093817894668329889848 470155423859 4293239148039060821943157549168 
0,1801680230 1700946274 7234309758397735272 
1,28542640894207341 32765890859594338 7826791 1851984984753379897187 
0,32480047632314982 435778318948 28005 1870282275557154320243 
0,7039092 1953718630 31096 7239012 7233911 444234035047 1852399986 6841708 25703 
0,495606263655 
0,8315168231587672688 
0,1751213433 7105641 435777791340 1752394039 
0,1835625323 7954879178831980902 7310579611546251107 111546515943267 
0,6382963 1937334636 1801678706 1801678706 7309464706571726437 7309464706571726437 491328135536 491328135536 
0,1684828020 29284 1953525857 1801807223 126905251096692 418464558951 6646116 1684828020 461229090915 28259001237139319 500068280676 121382024472940 
0,1836019570 
0,1953394532 1918985576 
0,7955816 435777791340 133459203420774 1953063287 8245925382787724659 
0,573405903362405380156533 7499636 111559249784685 6911348 28559150579999585 452791005035 
0,1802661751 113723912841588 
0,41667 128242412318564 521611145079 119213842982263 7234303221339941222 448345039213 41667 6845289 
0,435728772968 491328397687 1801678692 1952542562 110386773520242 540221291356194707301742 32481138503213412 2054840682 435745549414 465557612663 
1,8319381555649605475 111516298932077 26419 139505465440090256841140598 1819042147 58270187972788998506559792 2146841281899658504566 6580599 29301 495623364973 2036427888 1635148138 495622906215 431131421796 114832282775408 426970936685 111524889522030 465809859954 207000729698 3436649 6649653 1882207537 
1,29113321905024353 7895160 911196831366594652528 478442449270 521560288869 6580598 2036425778 1954047348 28273320742446443 911196831366594652528 478442449270 
0,444234035047 1852405106 126896744786036 
0,6841203 1635149166 1684957549 7627109 7631665 7499628 
0,7955816 7453010364803148915 29113321704812397 
0,7172709 32765890859591796 8386654075301556067 114848304556148 32199620796113775 
0,478594102628 474365388140 32481172846831984 
1,474106860763268920800627 1953719650 111516298932077 32772479322582883 28538277257700723 27509 3384003 7234932 1937334628 1684956531 228492325688 7308895159732430184 64343261446942160888215600 
0,7370105 125040765027660009329224805 133540824375667 32497592574178145 126879599391593 
1,1701147238 500085973364 495875286388 1684957542 1702260588 1701210476 1701147238 1954047348 111477728045155 228525946168 13873 1701147238 1936159597 207050875587 
0,125040764600096212615393127 521325014900 1702125932 7497777 
0,521577455976 8746382351123245410 
0,111477644486255 
0,1953394532 28268922578101618 1634561385 111520796341089 123580795614049 1634561385 500135195763 29113321670861155 1953065075 
0,499967813985 7629154 
0,8245925382787724659 29113321670862196 133459203420774 435777791340 549830962486791797499236 122541648803183 435777791340 133514988449657 1819042147 110386655814007 27423372232384870 29288 30806595246911331 
1,1852403562 7564149 8391162034220330856 29113321586650980 28538277257700723 7890291 435744763442 1852270963 131320444120934 35724284097586694448223579753 7633012 521611275877 241461377334 38175704232710580613507517847722733631854 
0,7106412 125779768599917 1953396065 2003790950 500068280676 499985377654 126892467187565 1851983872077526885732 31069352956622447 495874963811 25442 118121959680115 
0,1802661751 444234035047 1953066607 465674792307 435728772968 
0,110425310589542 113723913039989 491327353455 495756341863 1952937068 
0,7499124 474215180660 24932 7627127 7565155 121424957367660 
0,32548582676588660 444234033268 1936027745 499967813990 448629138788 1885693291 111550860781933 
1,7308895142603027827 2053731697 2037148535 7235959 7368564 2037280627 6583908 125780153691248 34184316576952163 2000278120257887299948 110386990902384 6580589 1801807223 7633012 1920167521 237149237816 207050875587 7308901782723522675 
0,418464558951 1702125932 111477645406062 7105641 495723046263 495773117552 
0,33059516097131878 7168617 28776 27411277604417396 7630700 465557548909 
0,1701407599 
0,1752395623 1852399984 435728380019 125780071048546 
0,7881696737087550325 1701734758 521577455976 7368033 1819043191 
0,1701407599 
0,418464558951 426836322674 126939459445601 
0,140756652970193240444990049 113723913298277 431266034035 808661041 418464555383 125040764168302603409780580 1702125932 
0,1819042147 495622908276 6451050 521325014900 1634561397 431197876339 
0,478560413032 465674789749 7234935 114844899371366 1768649335 521359221094 121399203423597 7760247 111550659456884 461195539042 32487748675985764 7565928 216450492782 521325014900 7041655 
0,7168371 2110236042820139049317 1952802157 435728772968 
0,1751213433 7106412 34177672211035500 500068280676 7453010373610927219 1701605234 
0,478560413032 469785403757 
0,28549298092603233 1954047348 1851982451521640162674 
0,7881696737087550325 1701734758 521577455976 7368033 1819043191 
1,461229747819 461229747819 7633012 215691046968 491328400997 133506565236087 2002874980 207050941123 1952868711 32199646364659574 435711603827 29305 111477645076579 7562100 516792701415613936400247 232756963169 613123226641762335671526680569498206634534466675 
0,8389754633583488617 7239014 
0,29113321536775539 119165821019501 34186468321223265 7957695015460107633 
